case_id,e1_engagement_rate,e2_generic_comment_share,e3_growth_spikes,e4_target_market_share,e5_premium_collab_share,e6_disclosure_share,true_A_authentic,true_M_matched,true_S_safe,true_sophisticated
INF-035,0.0366093507330199,0.37488411034342967,1,0.437751278309332,0.07477140041830183,0.6232466928509611,True,False,True,False
INF-036,0.02501057142379572,0.2649414231205245,0,0.35969189145089003,0.08875411467731241,0.7520322481387254,True,False,True,False
INF-037,0.02098528086901139,0.3537189113436607,0,0.6980345178978803,0.6296151474674655,0.913127454209664,True,True,True,False
INF-038,0.029776415417269025,0.2485254655355402,1,0.7237959178250526,0.7018373815547156,0.9046789201720318,False,True,True,True
INF-039,0.02812185277482382,0.22488753196892555,0,0.9169818858253782,0.5409702688077843,0.8034768497960628,True,True,True,False
INF-040,0.02870302168104811,0.3195968592120761,0,0.37764100479185686,0.31993512233115845,0.8420092445448618,True,True,True,False
INF-041,0.015496559169753857,0.46751616081022107,0,0.5605624691364729,0.10189096483864285,0.8651722751890764,True,False,True,False
INF-042,0.028466366724512894,0.1345044591165251,0,0.7025212123302433,0.6209422958386709,0.4136014338144893,True,True,False,False
INF-043,0.008044476475372802,0.6538008924183681,4,0.696170236653269,0.42741617378381325,0.9512537995334149,False,True,True,False
INF-044,0.038290455207582404,0.3022700297949676,2,0.26436984816423437,0.08670191060315409,0.9449958904066487,True,False,True,False
INF-045,0.010600070516894617,0.7480582385259361,1,0.2752686931888767,0.11674363241731606,0.9029220202724091,False,False,True,False
INF-046,0.032013962094624725,0.37393607334729667,0,0.6983237326627243,0.5378641891138034,0.7264153537666439,True,True,True,False
INF-047,0.0393966873766362,0.5282539759983885,1,0.7371606369740002,0.5100240376245622,0.8988975009346573,False,True,True,True
INF-048,0.02200882147723248,0.2962263600577488,0,0.7235286914307272,0.5537611537035971,0.8816552851599512,True,True,True,False
INF-049,0.018286201158051525,0.20736591832247722,0,0.8381729850235462,0.64092065213037,0.9623919659607448,True,True,True,False
INF-050,0.01929739293936798,0.2510604073482943,0,0.26162056134929995,0.19589589705371166,0.8482114063377713,True,False,True,False
INF-051,0.025825478656930738,0.3656508999728449,0,0.2625430397186666,0.13789093163907845,0.9014091254534021,True,False,True,False
INF-052,0.02750468022294799,0.22213749813664121,0,0.5750606609094514,0.6358341488959509,0.8142591453047697,True,True,True,False
INF-053,0.012401907568365313,0.3279081324376991,0,0.7564257926662812,0.6347743176386875,0.9123446216835457,True,True,True,False
INF-054,0.03090498467679831,0.04939164304096585,0,0.4695333951057685,0.10149585466413935,0.6431322027956321,True,False,True,False
INF-055,0.010160419167666508,0.7499240112008003,3,0.7767600077440953,0.4597900961695923,0.7650910152923587,False,True,True,False
INF-056,0.03205848321409891,0.3740229788142153,1,0.38209781427606715,0.24894067961963443,0.978484724666018,True,False,True,False
INF-057,0.03897035436019296,0.2156699631407751,0,0.36031006712934105,0.10081636883114936,0.8289839032794176,True,False,True,False
INF-058,0.02680304759651209,0.3235767925550371,0,0.4416148542285107,0.11229947500027934,0.7294125156770339,True,False,True,False
INF-059,0.004763360882839514,0.8969379031970454,2,0.6652507276092765,0.7035135393424641,0.9218342515802639,False,True,True,False
INF-060,0.02356215528244155,0.2778628692102303,0,0.7318962075488941,0.6528327509907448,0.7150445330224003,True,True,True,False
INF-061,0.019156353796853237,0.32970952372681095,0,0.41027322754929485,0.14393483118866146,0.9345501217007428,True,False,True,False
INF-062,0.01775092692184834,0.33310833375791793,0,0.28483512268771366,0.04972160082397732,0.9324971186125812,False,False,True,True
INF-063,0.06300194740544,0.6018983032159555,4,0.354381250064592,0.21607317099452705,0.9315780749145033,False,False,True,False
INF-064,0.028284277212991694,0.271866287777915,0,0.40655141177742743,0.20208814062198127,0.7963717653386915,True,False,True,False
INF-065,0.0424443597598304,0.3399264532969003,1,0.7921574618846814,0.43758139018344444,0.9351350390484401,True,True,True,False
INF-066,0.023122777284873365,0.24115200652735688,0,0.6746343436467095,0.7671082855302154,0.9019410517520349,True,True,True,False
INF-067,0.02408725092221941,0.3082050697043101,1,0.31811710598798315,0.10756573913406182,0.930449133091209,True,False,True,False
INF-068,0.04818404132666237,0.4276051438587301,0,0.775733327891513,0.6759469832052882,0.3661328253702802,True,True,False,False
INF-069,0.010805028174261789,0.5960321292616636,3,0.30158022856726024,0.24174076224687507,0.959588743910475,False,False,True,False
INF-070,0.036053899643079035,0.46254133004517856,0,0.6435279584473845,0.4266873564293284,0.7254952377460261,True,True,True,False
INF-071,0.015341924864202081,0.2722719688137012,0,0.4127635062324493,0.27102346892575285,0.9552656312371369,True,False,True,False
INF-072,0.0390569413716474,0.20078174522913791,0,0.9199612043844543,0.4335057860717555,0.6299411554121542,True,True,True,False
INF-073,0.03550585774383223,0.36323233333714433,0,0.3150131701078531,0.21448985425304304,0.9112775983515295,False,False,True,True
INF-074,0.04581473925576062,0.33957565958811964,1,0.3832915496622647,0.11199679037023634,0.7977668195938633,False,False,True,True
INF-075,0.03230871576081488,0.31874280727737436,0,0.26327791127448885,0.028435331958224633,0.8039321653738637,True,False,True,False
INF-076,0.027940856861075662,0.28080986020647003,1,0.283219241469467,0.24809680696983494,0.9561764729438921,True,False,True,False
INF-077,0.06088663707365011,0.4150734577448912,0,0.6622200038207045,0.42797054477108976,0.607427779316086,True,True,True,False
INF-078,0.02543266270906599,0.4626494140748412,0,0.726549521878773,0.5922970022060775,0.9681760990577054,False,True,True,True
INF-079,0.026687103749885484,0.0769690088439508,0,0.34457184264613966,0.11351790051517469,0.9143613462275108,True,False,True,False
INF-080,0.026127362667238377,0.418671449298438,0,0.7836562520414674,0.588713654098065,0.7799058560379679,True,True,True,False
INF-081,0.024892716364124986,0.47358162341764665,1,0.11408466942554406,0.10750217987911188,0.8160561354831708,False,False,True,True
INF-082,0.016657137620133964,0.389963016580636,2,0.32393278364414707,0.04269662661607575,0.743351454147617,False,False,True,True
INF-083,0.06992989053721234,0.5314896570239166,4,0.7521880882560805,0.6419183138695173,0.871735380579363,False,True,True,False
INF-084,0.013115042600607417,0.3192032973266817,0,0.6268136618060541,0.7243773730217743,0.74649469221509,True,True,True,False
INF-085,0.0462615109175815,0.5134892443715131,0,0.8610055779726794,0.789474665959842,0.8538737031591748,False,True,True,True
INF-086,0.022357850193586166,0.7199719174340172,3,0.7022953359900351,0.7825608080890007,0.844874376596471,False,True,True,False
INF-087,0.022051280107993242,0.24890092969901648,0,0.6979448010280942,0.6076813613707865,0.9402344196487797,True,True,True,False
INF-088,0.020556104732880352,0.32880292146430673,0,0.7893935989592025,0.6169601094996262,0.9298379308341078,True,True,True,False
INF-089,0.0169366545974549,0.2310249306469277,0,0.6006278259180517,0.13257274986472248,0.8140272546268613,True,False,True,False
INF-090,0.028538771851027798,0.25491864939737424,0,0.5216741338607003,0.11857453678737394,0.791283107596327,True,False,True,False
INF-091,0.04265605888979776,0.49087739714750606,0,0.503926661752439,0.5187798819767929,0.6283220264962989,True,True,False,False
INF-092,0.03251942242250752,0.4410418199898833,0,0.8407141480084037,0.7719175090793863,0.975880672542157,True,True,True,False
INF-093,0.04105746709674982,0.25725405886482056,0,0.8747972434000099,0.5749192861108241,0.9168542301522357,True,True,True,False
INF-094,0.017758450153318693,0.37879585475583344,1,0.8041260525356876,0.5715828476159837,0.9583106770502465,True,True,True,False
INF-095,0.011500600792714264,0.849452590178116,4,0.7782257104782467,0.5322819865036615,0.600390540135852,False,True,False,False
INF-096,0.010928361971744679,0.7129822717451456,3,0.6603864956722535,0.38715605532616637,0.8019492410125483,False,True,True,False
INF-097,0.007544825788328839,0.7371636577694829,0,0.4107911481434964,0.14713435891580962,0.9235542076782691,False,False,True,False
INF-098,0.015250588580610982,0.22877642257387368,0,0.4172895905187647,0.08928552449169562,0.6463165400965085,True,False,True,False
INF-099,0.024274025037240524,0.32094897649347537,0,0.7304896182909832,0.7282129510683581,0.8581841188022288,True,True,True,False
INF-100,0.026308093479091375,0.3264244843243185,1,0.18790445391938143,0.1890190036767393,0.7555304663115308,True,False,True,False
INF-101,0.06330450301269758,0.33662014178559635,0,0.6968103560590846,0.6882400722662294,0.8882458903297995,False,True,True,True
INF-102,0.010401736190763811,0.8043940485443163,1,0.5521758901146776,0.6956226304820484,0.9161180687239622,False,True,True,False
INF-103,0.028439734714691172,0.2531893155402916,1,0.8440324364612235,0.7117224004001592,0.7868060470363024,True,True,True,False
INF-104,0.03155388817874438,0.2212283310861336,0,0.5357977646191555,0.08451036429570259,0.8821945791512529,True,False,True,False
INF-105,0.024338435000148047,0.19756631965117977,0,0.6273843514510001,0.889081458030513,0.9847089555826493,True,True,True,False
INF-106,0.03652789305217505,0.43466845923198905,0,0.8286939898242267,0.6056008197274468,0.8548495517741542,True,True,True,False
INF-107,0.02078065082320076,0.3666837442210685,1,0.6034298935187327,0.42336639481099614,0.7392406789835555,True,True,True,False
INF-108,0.013975307642849226,0.411217192534781,0,0.2814796975258281,0.0887502698750285,0.7939915367305901,False,False,True,True
INF-109,0.0073717946897207485,0.8147216135027108,2,0.5761536060401629,0.5328471571023685,0.7484792395337934,False,True,True,False
INF-110,0.02762100290566716,0.24143298708790836,0,0.6927673890701419,0.6975153665579695,0.8742999696901261,True,True,True,False
INF-111,0.03531991907779805,0.31674262281482607,0,0.5446980383315339,0.029776561327257155,0.8009960172843607,True,False,True,False
INF-112,0.040014071104845006,0.2079194367436272,1,0.6929335558043148,0.7313694190328499,0.8869127317541299,True,True,True,False
INF-113,0.012023454357048557,0.768741940726299,2,0.51261538244991,0.02204965168587391,0.7744608138596655,False,False,True,False
INF-114,0.033525949556628555,0.39265340530280024,0,0.3167536572324282,0.13436045004662767,0.9342054666095512,True,False,True,False
INF-115,0.018541674696945513,0.13872197347430537,1,0.539748237606148,0.7145127556375983,0.976662295357943,True,True,True,False
INF-116,0.028463141459908796,0.3065997888771118,0,0.7666684627591649,0.6700692868441793,0.6577856715183407,True,True,True,False
INF-117,0.03536857344372721,0.27600295796987545,0,0.3922415623902472,0.2476571842664418,0.7909520246788798,True,False,True,False
INF-118,0.023162352900175175,0.2776422506338742,0,0.7946934931107432,0.7242970333089679,0.441138055064067,True,True,False,False
INF-119,0.02966211611739574,0.26290804335145496,1,0.3074857553321944,0.18181598376968006,0.8476179697108173,True,False,True,False
INF-120,0.020711355054950132,0.3388951020500701,1,0.7652879606263469,0.6443394030544694,0.9503054916679001,False,True,True,True
INF-121,0.019538202838809884,0.14716583408242193,1,0.8399241904470113,0.49771514144334983,0.7609209730260568,True,True,True,False
INF-122,0.03877984348205851,0.3055269388792573,0,0.7565649371581111,0.6514422673659929,0.9494547070897145,True,True,True,False
INF-123,0.024786786681499234,0.3065653668114438,1,0.7412078592107952,0.690387441151945,0.8870718884048722,True,True,True,False
INF-124,0.022062140641767997,0.1802630617330428,1,0.33865487466388644,0.07869959374208177,0.8247662767762926,True,False,True,False
INF-125,0.0184511337597444,0.39445094178544976,0,0.8365148857675824,0.6604218945593038,0.8578929492935845,False,True,True,True
INF-126,0.024202244416097432,0.25064586080509116,0,0.79674632064209,0.7063982324767064,0.8515227382871904,True,True,True,False
INF-127,0.008668184196452872,0.8643083286884973,2,0.6370165688902271,0.46790144451563415,0.93900295090513,False,True,True,False
INF-128,0.022054149965426,0.5025483686632886,1,0.3475509457048727,0.15242183133340476,0.8504522225436967,True,False,True,False
INF-129,0.009029090843640534,0.9370480165664702,4,0.7367218836050732,0.49247156942209264,0.8093662696997428,False,True,True,False
INF-130,0.020216656864446774,0.16481799799006386,1,0.8234473302261897,0.5139563506126693,0.8882247370362636,True,True,True,False
INF-131,0.03016532560197836,0.28870373243830105,1,0.7304868443513018,0.5697060505310173,0.8927943864044933,True,True,True,False
INF-132,0.03094163389682258,0.469650319864473,0,0.24427568379053055,0.14730318133595643,0.7918277110473265,True,False,True,False
INF-133,0.032937510019171584,0.41258401442826564,0,0.4284593743144287,0.11942607946377044,0.9967214322454451,True,False,True,False
INF-134,0.026113714644569703,0.13633157510571448,0,0.24893657137517683,0.1530321363941558,0.8330500773121198,True,False,True,False
INF-135,0.02643955283108106,0.484232154354486,0,0.7458340133769162,0.6935815977022038,0.8425016455725689,False,True,True,True
INF-136,0.05830693279429936,0.33119731397808727,0,0.422375765725911,0.16564262821380119,0.9168040912410271,False,False,True,True
INF-137,0.024286753627372513,0.3190258321778778,0,0.3799335129674117,0.14902617082654765,0.8135854988723226,True,False,True,False
INF-138,0.04527396713792764,0.38015243345290434,1,0.6619625515080004,0.37259466758299287,0.9260950052149899,True,True,True,False
INF-139,0.0360354738173323,0.3775944350486837,0,0.6142886928415373,0.7674067915111924,0.8728830649445228,True,True,True,False
INF-140,0.010352743925007317,0.5949899003634832,1,0.30941603006133805,0.055440561078048255,0.7891452817655426,False,False,True,False
INF-141,0.01366690133376815,0.22603047341232377,0,0.2808333897647577,0.11735402728020247,0.8270854244397707,True,False,True,False
INF-142,0.013449733611975094,0.29789175569542137,1,0.19978910631733146,0.4811641650416584,0.9502556243178298,True,False,True,False
INF-143,0.03828427928123183,0.47272585430967634,0,0.8038191884268655,0.518110054790013,0.7735406927309952,True,True,True,False
INF-144,0.023525731286698708,0.457941868444432,0,0.7289252610944964,0.7069627852406513,0.8054551843606075,True,True,True,False
INF-145,0.025512185197002383,0.28950790805344795,0,0.32626422259776283,0.11823793794948317,0.6563888453536932,True,False,True,False
INF-146,0.02543844283754023,0.22496418343243987,0,0.7589368028082872,0.4979038507643354,0.7756732608143223,True,True,True,False
INF-147,0.01987694923222304,0.21659322602122022,0,0.7154278607299004,0.7699409553623807,0.977166435732197,True,True,True,False
INF-148,0.013289930099679187,0.880058814848281,0,0.7943310213178142,0.726687372807684,0.723108003166629,False,True,True,False
INF-149,0.045456923708050906,0.3335138582101551,1,0.8227199833182841,0.5101698336009873,0.8569645401011459,True,True,True,False
INF-150,0.037453852189888025,0.26338916763081205,0,0.35479507910898794,0.09399999971790454,0.8871458694438012,True,False,True,False
INF-151,0.06230284497743018,0.2982841042794501,0,0.43207657563704555,0.1663050178975359,0.8037134130166089,True,False,True,False
INF-152,0.03875294812096586,0.3586233943371295,0,0.212349566364504,0.2128605806315762,0.8577552167469219,True,False,True,False
INF-153,0.02435324126912642,0.18404819621883473,1,0.6599558397516341,0.6913316101731848,0.8354604862067821,True,True,True,False
INF-154,0.020724110076931698,0.26931933928684465,2,0.6550603906784455,0.5937616916583653,0.8102892848111167,True,True,True,False
INF-155,0.01997217977934203,0.4580229342289964,1,0.707524281670406,0.6736222020525634,0.8499020757151232,False,True,True,True
INF-156,0.027815125561845972,0.33197911534034175,0,0.747532936320824,0.5135720665087348,0.9623546719941166,True,True,True,False
INF-157,0.03598313668019096,0.22382308443986393,0,0.30047827646413344,0.039287534252980115,0.9718235745685327,True,False,True,False
INF-158,0.03080274112469598,0.42166454149281385,1,0.3177587965538398,0.09426664108943103,0.8767629392536574,True,False,True,False
INF-159,0.02923664259121547,0.31187072931883,2,0.33784210962947786,0.14786793138912438,0.818120329492416,True,False,True,False
INF-160,0.028383323011613233,0.16294955422086016,0,0.3857749394086977,0.19579164044358002,0.8611260086733721,True,False,True,False
INF-161,0.01770327678831275,0.38245434275040696,2,0.5935741330420916,0.46236026294479476,0.9559296350976949,True,True,True,False
INF-162,0.008122822782392401,0.7562632580133474,4,0.8142672153519759,0.4339575304855354,0.8276299926351937,False,True,True,False
INF-163,0.01795170021543072,0.30892605572949045,0,0.48675089866054927,0.6968698506973575,0.8161490882788826,True,True,True,False
INF-164,0.021914509852222375,0.5741924931617801,0,0.5371607866209936,0.1633078836031813,0.8027267055124597,True,False,True,False
INF-165,0.016720848526591732,0.21253755408737476,1,0.7821582931735931,0.4189816219943556,0.7166295132903583,True,True,True,False
INF-166,0.030454127164613837,0.25907696326282703,0,0.37608683469994897,0.12982464981911518,0.8955081355169566,True,False,True,False
INF-167,0.01120411505848254,0.8175993120513165,2,0.7115029531367381,0.3885020386623213,0.8655997783156654,False,True,True,False
INF-168,0.02454158367018363,0.32966074125031797,1,0.766593064666359,0.7145451820012099,0.9172480087213257,True,True,True,False
INF-169,0.017278256404090735,0.39875055810006804,0,0.5619557907170644,0.442016004418446,0.7349779465016069,True,True,True,False
INF-170,0.009398717075269339,0.7213367445766458,4,0.6838423640438643,0.6918281417774765,0.7274335255937859,False,True,True,False
INF-171,0.025303819837407926,0.4888397455262022,0,0.5254702658453162,0.4714659255035134,0.815174828816638,True,True,True,False
INF-172,0.020365968082064236,0.34554440993506513,0,0.7071788873211106,0.7011048062136775,0.7885009412041756,True,True,True,False
INF-173,0.028313979884595143,0.22742407622332414,0,0.3936681318329654,0.24347367633042832,0.8966857828486451,True,False,True,False
INF-174,0.028841658640794736,0.41599450074426503,0,0.8993616351419204,0.5923492121649511,0.9431392206726087,True,True,True,False
INF-175,0.015775780282086285,0.4084321096154159,2,0.19641776156671598,0.040759758357243075,0.8132987106780228,True,False,True,False
INF-176,0.031475885813738995,0.3654475253347752,0,0.8088770734067912,0.5998831144906902,0.9800945133561229,True,True,True,False
INF-177,0.031373198258243834,0.2898506600306592,0,0.29555774421401604,0.06978651799348448,0.8935187463627418,True,False,True,False
INF-178,0.02001379272397426,0.3493023080191097,1,0.20747156175835577,0.15320086731549742,0.821274682351383,True,False,True,False
INF-179,0.02280733890883493,0.2356907864090007,0,0.7902877870772457,0.6833687278547582,0.8155344942112714,True,True,True,False
INF-180,0.012736754862449537,0.1268866517678829,0,0.6159637209034408,0.6855287759221818,0.8641412097740105,True,True,True,False
INF-181,0.02269753200404028,0.24126726139753513,0,0.4141331889950363,0.13360443001747072,0.9012629040006098,True,False,True,False
INF-182,0.007269652567599619,0.6427771069015784,2,0.7056535256741758,0.7029459091739263,0.8969851288771641,False,True,True,False
INF-183,0.022950676628194815,0.26078486263085293,0,0.4835989369713075,0.6895694458841282,0.8110356329717904,True,True,True,False
INF-184,0.03766791971411739,0.240793760791325,1,0.7401896253300125,0.5738282248559404,0.8096008352315469,True,True,True,False
INF-185,0.051042327390270884,0.3390277882405765,0,0.36989788029965964,0.12902443730455673,0.9755357223676231,True,False,True,False
INF-186,0.044916324400869394,0.2841560346105283,1,0.6207891514132005,0.6400625310618243,0.6961871771953625,True,True,True,False
INF-187,0.01996400141424683,0.2104668860996008,0,0.6372931916832582,0.737891335014857,0.6894188388402467,True,True,True,False
INF-188,0.01795514641326079,0.3001694331992489,0,0.3988858167255801,0.19605662093847795,0.8983777012319109,True,False,True,False
INF-189,0.009262102902649932,0.4774274993168965,0,0.8234992732779476,0.7276885796291043,0.8620682950270329,False,True,True,True
INF-190,0.021175234633522413,0.4374394348969966,0,0.2006301921039468,0.3874946012133897,0.7903261867942377,True,False,True,False
INF-191,0.037063171380863395,0.278202746779263,0,0.215748612593962,0.25999597053748974,0.8650120394283133,True,False,True,False
INF-192,0.019405921505914983,0.27411843625682836,0,0.7632818887198204,0.668202634606882,0.9479952023303762,True,True,True,False
INF-193,0.016301602190540342,0.2519558069214668,0,0.78817569161207,0.699617760418099,0.9929872291520103,True,True,True,False
INF-194,0.04302221171451764,0.3014497007554537,1,0.6796278098391878,0.10071650986718725,0.731225135056349,False,False,True,True
INF-195,0.02433205555381048,0.2170568683982994,2,0.446245783047897,0.5863765566188692,0.6506069891989179,True,True,True,False
INF-196,0.02896221006465317,0.3599641495526906,0,0.7551142450562762,0.7893500366481625,0.7302471739395221,True,True,True,False
INF-197,0.011323388341077907,0.8396981695271829,1,0.5652675700243447,0.7456687588119261,0.8933537216058253,False,True,True,False
INF-198,0.022029205401705585,0.542532776004192,2,0.4350440074877087,0.10892613108342303,0.9821752214848579,False,False,True,True
INF-199,0.032330079571992854,0.3800604519029103,1,0.4991646713038927,0.5118084169286833,0.6973837082057607,True,True,True,False
