arm,policy,case_id,action,cost,p_authentic,p_matched,p_safe,p_clean,max_atom,true_A_authentic,true_M_matched,true_S_safe,true_sophisticated
misspecified,engagement_baseline,INF-003,SIGN,-10.0,0.9990901236060489,0.9975028864297264,0.9994382514234176,0.9960354461193172,0.9960354461193172,True,True,True,False
misspecified,v0_threshold,INF-004,DECLINE,0.0,0.9999516766658758,0.0026266691022077617,0.9964443172763486,0.0026172030221723384,0.9937789627424963,True,False,True,False
misspecified,v0_expected_cost,INF-004,DECLINE,0.0,0.9999516766658758,0.0026266691022077617,0.9964443172763486,0.0026172030221723384,0.9937789627424963,True,False,True,False
misspecified,v1_voi,INF-004,DECLINE,0.0,0.9999516766658758,0.0026266691022077617,0.9964443172763486,0.0026172030221723384,0.9937789627424963,True,False,True,False
misspecified,engagement_baseline,INF-004,SIGN,15.0,0.9999516766658758,0.0026266691022077617,0.9964443172763486,0.0026172030221723384,0.9937789627424963,True,False,True,False
misspecified,v0_threshold,INF-005,DECLINE,0.0,0.998322017336109,0.020042152232344977,0.9991101756734058,0.019990717778872184,0.9774429683404365,True,False,True,False
misspecified,v0_expected_cost,INF-005,DECLINE,0.0,0.998322017336109,0.020042152232344977,0.9991101756734058,0.019990717778872184,0.9774429683404365,True,False,True,False
misspecified,v1_voi,INF-005,DECLINE,0.0,0.998322017336109,0.020042152232344977,0.9991101756734058,0.019990717778872184,0.9774429683404365,True,False,True,False
misspecified,engagement_baseline,INF-005,SIGN,15.0,0.998322017336109,0.020042152232344977,0.9991101756734058,0.019990717778872184,0.9774429683404365,True,False,True,False
misspecified,v0_threshold,INF-006,SIGN,-10.0,0.9928726615580115,0.9536247857189138,0.9995758107016145,0.9464263448282698,0.9464263448282698,True,True,True,False
misspecified,v0_expected_cost,INF-006,SIGN,-10.0,0.9928726615580115,0.9536247857189138,0.9995758107016145,0.9464263448282698,0.9464263448282698,True,True,True,False
misspecified,v1_voi,INF-006,SIGN,-10.0,0.9928726615580115,0.9536247857189138,0.9995758107016145,0.9464263448282698,0.9464263448282698,True,True,True,False
misspecified,engagement_baseline,INF-006,DECLINE,10.0,0.9928726615580115,0.9536247857189138,0.9995758107016145,0.9464263448282698,0.9464263448282698,True,True,True,False
misspecified,v0_threshold,INF-007,ANALYTICS,1.0,0.00046752242506724003,0.9995587044181551,0.9989312309190672,0.0004668166564778033,0.9980235903238179,False,True,True,False
misspecified,v0_expected_cost,INF-007,DECLINE,0.0,0.00046752242506724003,0.9995587044181551,0.9989312309190672,0.0004668166564778033,0.9980235903238179,False,True,True,False
misspecified,v1_voi,INF-007,DECLINE,0.0,0.00046752242506724003,0.9995587044181551,0.9989312309190672,0.0004668166564778033,0.9980235903238179,False,True,True,False
misspecified,engagement_baseline,INF-007,SIGN,20.0,0.00046752242506724003,0.9995587044181551,0.9989312309190672,0.0004668166564778033,0.9980235903238179,False,True,True,False
misspecified,v0_threshold,INF-008,ANALYTICS,1.0,0.0003392247092600675,0.0008474283248869488,0.9980014041019655,2.868940935095286e-07,0.9968174096017984,False,False,True,False
misspecified,v0_expected_cost,INF-008,DECLINE,0.0,0.0003392247092600675,0.0008474283248869488,0.9980014041019655,2.868940935095286e-07,0.9968174096017984,False,False,True,False
misspecified,v1_voi,INF-008,DECLINE,0.0,0.0003392247092600675,0.0008474283248869488,0.9980014041019655,2.868940935095286e-07,0.9968174096017984,False,False,True,False
misspecified,engagement_baseline,INF-008,DECLINE,0.0,0.0003392247092600675,0.0008474283248869488,0.9980014041019655,2.868940935095286e-07,0.9968174096017984,False,False,True,False
misspecified,v0_threshold,INF-009,SIGN,-10.0,0.9919177955841929,0.9936979995713405,0.9999827288179949,0.9856497055817497,0.9856497055817497,True,True,True,False
misspecified,v0_expected_cost,INF-009,SIGN,-10.0,0.9919177955841929,0.9936979995713405,0.9999827288179949,0.9856497055817497,0.9856497055817497,True,True,True,False
misspecified,v1_voi,INF-009,SIGN,-10.0,0.9919177955841929,0.9936979995713405,0.9999827288179949,0.9856497055817497,0.9856497055817497,True,True,True,False
misspecified,engagement_baseline,INF-009,SIGN,-10.0,0.9919177955841929,0.9936979995713405,0.9999827288179949,0.9856497055817497,0.9856497055817497,True,True,True,False
misspecified,v0_threshold,INF-010,DECLINE,0.0,0.9898386480831993,0.0028498120572374185,0.9970116368577371,0.002812424377563028,0.9840682263729171,False,False,True,True
misspecified,v0_expected_cost,INF-010,DECLINE,0.0,0.9898386480831993,0.0028498120572374185,0.9970116368577371,0.002812424377563028,0.9840682263729171,False,False,True,True
misspecified,v1_voi,INF-010,DECLINE,0.0,0.9898386480831993,0.0028498120572374185,0.9970116368577371,0.002812424377563028,0.9840682263729171,False,False,True,True
misspecified,engagement_baseline,INF-010,SIGN,20.0,0.9898386480831993,0.0028498120572374185,0.9970116368577371,0.002812424377563028,0.9840682263729171,False,False,True,True
misspecified,v0_threshold,INF-011,ESCALATE,5.0,0.9998610182346261,0.9999904182331777,0.3941126799700245,0.39405412972304116,0.6057973080764536,True,True,False,False
misspecified,v0_expected_cost,INF-011,ANALYTICS,1.0,0.9998610182346261,0.9999904182331777,0.3941126799700245,0.39405412972304116,0.6057973080764536,True,True,False,False
misspecified,v1_voi,INF-011,ESCALATE,5.0,0.9998610182346261,0.9999904182331777,0.3941126799700245,0.39405412972304116,0.6057973080764536,True,True,False,False
misspecified,engagement_baseline,INF-011,DECLINE,0.0,0.9998610182346261,0.9999904182331777,0.3941126799700245,0.39405412972304116,0.6057973080764536,True,True,False,False
misspecified,v0_threshold,INF-012,DECLINE,0.0,0.999835129438925,0.0024843997387554535,0.9962332812125556,0.0024746336420696075,0.9935943980304509,True,False,True,False
misspecified,v0_expected_cost,INF-012,DECLINE,0.0,0.999835129438925,0.0024843997387554535,0.9962332812125556,0.0024746336420696075,0.9935943980304509,True,False,True,False
misspecified,v1_voi,INF-012,DECLINE,0.0,0.999835129438925,0.0024843997387554535,0.9962332812125556,0.0024746336420696075,0.9935943980304509,True,False,True,False
misspecified,engagement_baseline,INF-012,SIGN,15.0,0.999835129438925,0.0024843997387554535,0.9962332812125556,0.0024746336420696075,0.9935943980304509,True,False,True,False
misspecified,v0_threshold,INF-013,ANALYTICS,1.0,0.013246056091412061,0.9933608910067889,0.9478335040780272,0.01247170137672847,0.9290690327603076,False,True,True,False
misspecified,v0_expected_cost,INF-013,DECLINE,0.0,0.013246056091412061,0.9933608910067889,0.9478335040780272,0.01247170137672847,0.9290690327603076,False,True,True,False
misspecified,v1_voi,INF-013,DECLINE,0.0,0.013246056091412061,0.9933608910067889,0.9478335040780272,0.01247170137672847,0.9290690327603076,False,True,True,False
misspecified,engagement_baseline,INF-013,DECLINE,0.0,0.013246056091412061,0.9933608910067889,0.9478335040780272,0.01247170137672847,0.9290690327603076,False,True,True,False
misspecified,v0_threshold,INF-014,ANALYTICS,1.0,0.0008710908196892976,0.9941090886117392,0.9999994924108527,0.0008659588613078374,0.9932426251514468,False,True,True,False
misspecified,v0_expected_cost,INF-014,DECLINE,0.0,0.0008710908196892976,0.9941090886117392,0.9999994924108527,0.0008659588613078374,0.9932426251514468,False,True,True,False
misspecified,v1_voi,INF-014,DECLINE,0.0,0.0008710908196892976,0.9941090886117392,0.9999994924108527,0.0008659588613078374,0.9932426251514468,False,True,True,False
misspecified,engagement_baseline,INF-014,DECLINE,0.0,0.0008710908196892976,0.9941090886117392,0.9999994924108527,0.0008659588613078374,0.9932426251514468,False,True,True,False
misspecified,v0_threshold,INF-015,DECLINE,0.0,0.955289476585848,0.01241380244819791,0.9993857065445594,0.01185149007540339,0.9428511584369266,True,False,True,False
misspecified,v0_expected_cost,INF-015,DECLINE,0.0,0.955289476585848,0.01241380244819791,0.9993857065445594,0.01185149007540339,0.9428511584369266,True,False,True,False
misspecified,v1_voi,INF-015,DECLINE,0.0,0.955289476585848,0.01241380244819791,0.9993857065445594,0.01185149007540339,0.9428511584369266,True,False,True,False
misspecified,engagement_baseline,INF-015,DECLINE,0.0,0.955289476585848,0.01241380244819791,0.9993857065445594,0.01185149007540339,0.9428511584369266,True,False,True,False
misspecified,v0_threshold,INF-016,ANALYTICS,1.0,0.3416720864693586,0.0022644841828201117,0.9763569808541015,0.000755418170694792,0.6413075272975218,False,False,True,False
misspecified,v0_expected_cost,INF-016,DECLINE,0.0,0.3416720864693586,0.0022644841828201117,0.9763569808541015,0.000755418170694792,0.6413075272975218,False,False,True,False
misspecified,v1_voi,INF-016,DECLINE,0.0,0.3416720864693586,0.0022644841828201117,0.9763569808541015,0.000755418170694792,0.6413075272975218,False,False,True,False
misspecified,engagement_baseline,INF-016,SIGN,20.0,0.3416720864693586,0.0022644841828201117,0.9763569808541015,0.000755418170694792,0.6413075272975218,False,False,True,False
misspecified,v0_threshold,INF-017,DECLINE,0.0,0.9976617385412593,1.6330031455115274e-05,0.9970678689156093,1.6244077739255902e-05,0.994720219468236,True,False,True,False
misspecified,v0_expected_cost,INF-017,DECLINE,0.0,0.9976617385412593,1.6330031455115274e-05,0.9970678689156093,1.6244077739255902e-05,0.994720219468236,True,False,True,False
misspecified,v1_voi,INF-017,DECLINE,0.0,0.9976617385412593,1.6330031455115274e-05,0.9970678689156093,1.6244077739255902e-05,0.994720219468236,True,False,True,False
misspecified,engagement_baseline,INF-017,SIGN,15.0,0.9976617385412593,1.6330031455115274e-05,0.9970678689156093,1.6244077739255902e-05,0.994720219468236,True,False,True,False
misspecified,v0_threshold,INF-018,DECLINE,0.0,0.9990656226999535,0.011269024014002519,0.9998807949882661,0.01125715242480192,0.9876893766458746,False,False,True,True
misspecified,v0_expected_cost,INF-018,DECLINE,0.0,0.9990656226999535,0.011269024014002519,0.9998807949882661,0.01125715242480192,0.9876893766458746,False,False,True,True
misspecified,v1_voi,INF-018,DECLINE,0.0,0.9990656226999535,0.011269024014002519,0.9998807949882661,0.01125715242480192,0.9876893766458746,False,False,True,True
misspecified,engagement_baseline,INF-018,SIGN,20.0,0.9990656226999535,0.011269024014002519,0.9998807949882661,0.01125715242480192,0.9876893766458746,False,False,True,True
misspecified,v0_threshold,INF-019,SIGN,-10.0,0.9996778514659416,0.997080721529373,0.9999641223334372,0.9967237520311281,0.9967237520311281,True,True,True,False
misspecified,v0_expected_cost,INF-019,SIGN,-10.0,0.9996778514659416,0.997080721529373,0.9999641223334372,0.9967237520311281,0.9967237520311281,True,True,True,False
misspecified,v1_voi,INF-019,SIGN,-10.0,0.9996778514659416,0.997080721529373,0.9999641223334372,0.9967237520311281,0.9967237520311281,True,True,True,False
misspecified,engagement_baseline,INF-019,SIGN,-10.0,0.9996778514659416,0.997080721529373,0.9999641223334372,0.9967237520311281,0.9967237520311281,True,True,True,False
misspecified,v0_threshold,INF-020,SIGN,20.0,0.9850697982685992,0.9999812522861764,0.9992292865386042,0.9842921381413721,0.9842921381413721,False,True,True,True
misspecified,v0_expected_cost,INF-020,SIGN,20.0,0.9850697982685992,0.9999812522861764,0.9992292865386042,0.9842921381413721,0.9842921381413721,False,True,True,True
misspecified,v1_voi,INF-020,SIGN,20.0,0.9850697982685992,0.9999812522861764,0.9992292865386042,0.9842921381413721,0.9842921381413721,False,True,True,True
misspecified,engagement_baseline,INF-020,SIGN,20.0,0.9850697982685992,0.9999812522861764,0.9992292865386042,0.9842921381413721,0.9842921381413721,False,True,True,True
misspecified,v0_threshold,INF-021,SIGN,-10.0,0.9999352361970051,0.9990813199657648,0.9797176692870013,0.9787542302733861,0.9787542302733861,True,True,True,False
misspecified,v0_expected_cost,INF-021,SIGN,-10.0,0.9999352361970051,0.9990813199657648,0.9797176692870013,0.9787542302733861,0.9787542302733861,True,True,True,False
misspecified,v1_voi,INF-021,SIGN,-10.0,0.9999352361970051,0.9990813199657648,0.9797176692870013,0.9787542302733861,0.9787542302733861,True,True,True,False
misspecified,engagement_baseline,INF-021,SIGN,-10.0,0.9999352361970051,0.9990813199657648,0.9797176692870013,0.9787542302733861,0.9787542302733861,True,True,True,False
misspecified,v0_threshold,INF-022,SIGN,-10.0,0.9999071873866546,0.9999365017241295,0.9986262417676812,0.998470151497181,0.998470151497181,True,True,True,False
misspecified,v0_expected_cost,INF-022,SIGN,-10.0,0.9999071873866546,0.9999365017241295,0.9986262417676812,0.998470151497181,0.998470151497181,True,True,True,False
misspecified,v1_voi,INF-022,SIGN,-10.0,0.9999071873866546,0.9999365017241295,0.9986262417676812,0.998470151497181,0.998470151497181,True,True,True,False
misspecified,engagement_baseline,INF-022,SIGN,-10.0,0.9999071873866546,0.9999365017241295,0.9986262417676812,0.998470151497181,0.998470151497181,True,True,True,False
misspecified,v0_threshold,INF-023,SIGN,-10.0,0.9996795857301082,0.9991265151449219,0.9845283226412118,0.9833531706851477,0.9833531706851477,True,True,True,False
misspecified,v0_expected_cost,INF-023,SIGN,-10.0,0.9996795857301082,0.9991265151449219,0.9845283226412118,0.9833531706851477,0.9833531706851477,True,True,True,False
misspecified,v1_voi,INF-023,SIGN,-10.0,0.9996795857301082,0.9991265151449219,0.9845283226412118,0.9833531706851477,0.9833531706851477,True,True,True,False
misspecified,engagement_baseline,INF-023,SIGN,-10.0,0.9996795857301082,0.9991265151449219,0.9845283226412118,0.9833531706851477,0.9833531706851477,True,True,True,False
misspecified,v0_threshold,INF-024,SIGN,-10.0,0.9739050877829841,0.984812002780635,0.9994025121788268,0.9585403614302264,0.9585403614302264,True,True,True,False
misspecified,v0_expected_cost,INF-024,SIGN,-10.0,0.9739050877829841,0.984812002780635,0.9994025121788268,0.9585403614302264,0.9585403614302264,True,True,True,False
misspecified,v1_voi,INF-024,SIGN,-10.0,0.9739050877829841,0.984812002780635,0.9994025121788268,0.9585403614302264,0.9585403614302264,True,True,True,False
misspecified,engagement_baseline,INF-024,SIGN,-10.0,0.9739050877829841,0.984812002780635,0.9994025121788268,0.9585403614302264,0.9585403614302264,True,True,True,False
misspecified,v0_threshold,INF-025,DECLINE,0.0,0.988795929714614,0.007852092806512627,0.9988305729090052,0.0077550378375878855,0.9798845671293525,True,False,True,False
misspecified,v0_expected_cost,INF-025,DECLINE,0.0,0.988795929714614,0.007852092806512627,0.9988305729090052,0.0077550378375878855,0.9798845671293525,True,False,True,False
misspecified,v1_voi,INF-025,DECLINE,0.0,0.988795929714614,0.007852092806512627,0.9988305729090052,0.0077550378375878855,0.9798845671293525,True,False,True,False
misspecified,engagement_baseline,INF-025,SIGN,15.0,0.988795929714614,0.007852092806512627,0.9988305729090052,0.0077550378375878855,0.9798845671293525,True,False,True,False
misspecified,v0_threshold,INF-026,SIGN,-10.0,0.9961303968809878,0.9994902275105799,0.9711894016787666,0.9669381142868194,0.9669381142868194,True,True,True,False
misspecified,v0_expected_cost,INF-026,SIGN,-10.0,0.9961303968809878,0.9994902275105799,0.9711894016787666,0.9669381142868194,0.9669381142868194,True,True,True,False
misspecified,v1_voi,INF-026,ESCALATE,5.0,0.9961303968809878,0.9994902275105799,0.9711894016787666,0.9669381142868194,0.9669381142868194,True,True,True,False
misspecified,engagement_baseline,INF-026,SIGN,-10.0,0.9961303968809878,0.9994902275105799,0.9711894016787666,0.9669381142868194,0.9669381142868194,True,True,True,False
misspecified,v0_threshold,INF-027,SIGN,-10.0,0.9770113488384438,0.9995975630755436,0.9998102213271828,0.9764328220971598,0.9764328220971598,True,True,True,False
misspecified,v0_expected_cost,INF-027,SIGN,-10.0,0.9770113488384438,0.9995975630755436,0.9998102213271828,0.9764328220971598,0.9764328220971598,True,True,True,False
misspecified,v1_voi,INF-027,SIGN,-10.0,0.9770113488384438,0.9995975630755436,0.9998102213271828,0.9764328220971598,0.9764328220971598,True,True,True,False
misspecified,engagement_baseline,INF-027,SIGN,-10.0,0.9770113488384438,0.9995975630755436,0.9998102213271828,0.9764328220971598,0.9764328220971598,True,True,True,False
misspecified,v0_threshold,INF-028,DECLINE,0.0,0.9999497928518467,0.010245310349027384,0.9989993601123193,0.010234544609732873,0.9887146585937081,True,False,True,False
misspecified,v0_expected_cost,INF-028,DECLINE,0.0,0.9999497928518467,0.010245310349027384,0.9989993601123193,0.010234544609732873,0.9887146585937081,True,False,True,False
misspecified,v1_voi,INF-028,DECLINE,0.0,0.9999497928518467,0.010245310349027384,0.9989993601123193,0.010234544609732873,0.9887146585937081,True,False,True,False
misspecified,engagement_baseline,INF-028,SIGN,15.0,0.9999497928518467,0.010245310349027384,0.9989993601123193,0.010234544609732873,0.9887146585937081,True,False,True,False
misspecified,v0_threshold,INF-029,DECLINE,0.0,0.999979420848961,0.020110456014922565,0.9909787342577583,0.019928624124408455,0.9710297166323011,True,False,True,False
misspecified,v0_expected_cost,INF-029,DECLINE,0.0,0.999979420848961,0.020110456014922565,0.9909787342577583,0.019928624124408455,0.9710297166323011,True,False,True,False
misspecified,v1_voi,INF-029,DECLINE,0.0,0.999979420848961,0.020110456014922565,0.9909787342577583,0.019928624124408455,0.9710297166323011,True,False,True,False
misspecified,engagement_baseline,INF-029,SIGN,15.0,0.999979420848961,0.020110456014922565,0.9909787342577583,0.019928624124408455,0.9710297166323011,True,False,True,False
misspecified,v0_threshold,INF-030,DECLINE,0.0,0.9707047911346571,0.0018701301803585998,0.9949752678653264,0.0018062227071486627,0.9640210368702126,True,False,True,False
misspecified,v0_expected_cost,INF-030,DECLINE,0.0,0.9707047911346571,0.0018701301803585998,0.9949752678653264,0.0018062227071486627,0.9640210368702126,True,False,True,False
misspecified,v1_voi,INF-030,DECLINE,0.0,0.9707047911346571,0.0018701301803585998,0.9949752678653264,0.0018062227071486627,0.9640210368702126,True,False,True,False
misspecified,engagement_baseline,INF-030,DECLINE,0.0,0.9707047911346571,0.0018701301803585998,0.9949752678653264,0.0018062227071486627,0.9640210368702126,True,False,True,False
misspecified,v0_threshold,INF-031,DECLINE,0.0,0.9206903254908797,0.10068140934503571,0.9998989597043508,0.09268703346914621,0.8279102651990446,False,False,True,True
misspecified,v0_expected_cost,INF-031,DECLINE,0.0,0.9206903254908797,0.10068140934503571,0.9998989597043508,0.09268703346914621,0.8279102651990446,False,False,True,True
misspecified,v1_voi,INF-031,DECLINE,0.0,0.9206903254908797,0.10068140934503571,0.9998989597043508,0.09268703346914621,0.8279102651990446,False,False,True,True
misspecified,engagement_baseline,INF-031,DECLINE,0.0,0.9206903254908797,0.10068140934503571,0.9998989597043508,0.09268703346914621,0.8279102651990446,False,False,True,True
misspecified,v0_threshold,INF-032,ANALYTICS,1.0,3.429686198472419e-07,0.997215158950148,0.9995420952903458,3.4185689716037133e-07,0.996758187575429,False,True,True,False
misspecified,v0_expected_cost,INF-032,DECLINE,0.0,3.429686198472419e-07,0.997215158950148,0.9995420952903458,3.4185689716037133e-07,0.996758187575429,False,True,True,False
misspecified,v1_voi,INF-032,DECLINE,0.0,3.429686198472419e-07,0.997215158950148,0.9995420952903458,3.4185689716037133e-07,0.996758187575429,False,True,True,False
misspecified,engagement_baseline,INF-032,SIGN,20.0,3.429686198472419e-07,0.997215158950148,0.9995420952903458,3.4185689716037133e-07,0.996758187575429,False,True,True,False
misspecified,v0_threshold,INF-033,SIGN,-10.0,0.925385527608978,0.9773341864508817,0.9886870638470289,0.8941793688781325,0.8941793688781325,True,True,True,False
misspecified,v0_expected_cost,INF-033,SIGN,-10.0,0.925385527608978,0.9773341864508817,0.9886870638470289,0.8941793688781325,0.8941793688781325,True,True,True,False
misspecified,v1_voi,INF-033,SIGN,-10.0,0.925385527608978,0.9773341864508817,0.9886870638470289,0.8941793688781325,0.8941793688781325,True,True,True,False
misspecified,engagement_baseline,INF-033,DECLINE,10.0,0.925385527608978,0.9773341864508817,0.9886870638470289,0.8941793688781325,0.8941793688781325,True,True,True,False
misspecified,v0_threshold,INF-034,DECLINE,0.0,0.9998092611507617,0.0012826183920254493,0.9999136347299714,0.0012822629943144166,0.998440649359631,True,False,True,False
misspecified,v0_expected_cost,INF-034,DECLINE,0.0,0.9998092611507617,0.0012826183920254493,0.9999136347299714,0.0012822629943144166,0.998440649359631,True,False,True,False
misspecified,v1_voi,INF-034,DECLINE,0.0,0.9998092611507617,0.0012826183920254493,0.9999136347299714,0.0012822629943144166,0.998440649359631,True,False,True,False
misspecified,engagement_baseline,INF-034,SIGN,15.0,0.9998092611507617,0.0012826183920254493,0.9999136347299714,0.0012822629943144166,0.998440649359631,True,False,True,False
misspecified,v0_threshold,INF-035,ESCALATE,5.0,0.9901865206251821,3.14699037417953e-05,0.3226755898832429,1.0054918092617015e-05,0.6706563948316177,True,False,False,False
misspecified,v0_expected_cost,INF-035,DECLINE,0.0,0.9901865206251821,3.14699037417953e-05,0.3226755898832429,1.0054918092617015e-05,0.6706563948316177,True,False,False,False
misspecified,v1_voi,INF-035,DECLINE,0.0,0.9901865206251821,3.14699037417953e-05,0.3226755898832429,1.0054918092617015e-05,0.6706563948316177,True,False,False,False
misspecified,engagement_baseline,INF-035,DECLINE,0.0,0.9901865206251821,3.14699037417953e-05,0.3226755898832429,1.0054918092617015e-05,0.6706563948316177,True,False,False,False
misspecified,v0_threshold,INF-036,DECLINE,0.0,0.8269556350430356,0.183438627182002,0.9997227290494473,0.15165354564772482,0.6750727986203174,True,False,True,False
misspecified,v0_expected_cost,INF-036,ANALYTICS,1.0,0.8269556350430356,0.183438627182002,0.9997227290494473,0.15165354564772482,0.6750727986203174,True,False,True,False
misspecified,v1_voi,INF-036,DECLINE,0.0,0.8269556350430356,0.183438627182002,0.9997227290494473,0.15165354564772482,0.6750727986203174,True,False,True,False
misspecified,engagement_baseline,INF-036,SIGN,15.0,0.8269556350430356,0.183438627182002,0.9997227290494473,0.15165354564772482,0.6750727986203174,True,False,True,False
misspecified,v0_threshold,INF-037,SIGN,-10.0,0.99344984752164,0.9989489573035605,0.999712264724979,0.9921201391911759,0.9921201391911759,True,True,True,False
misspecified,v0_expected_cost,INF-037,SIGN,-10.0,0.99344984752164,0.9989489573035605,0.999712264724979,0.9921201391911759,0.9921201391911759,True,True,True,False
misspecified,v1_voi,INF-037,SIGN,-10.0,0.99344984752164,0.9989489573035605,0.999712264724979,0.9921201391911759,0.9921201391911759,True,True,True,False
misspecified,engagement_baseline,INF-037,SIGN,-10.0,0.99344984752164,0.9989489573035605,0.999712264724979,0.9921201391911759,0.9921201391911759,True,True,True,False
misspecified,v0_threshold,INF-038,SIGN,-10.0,0.9945860004834018,0.9999214985666766,0.9995663824870324,0.9940766880041444,0.9940766880041444,True,True,True,False
misspecified,v0_expected_cost,INF-038,SIGN,-10.0,0.9945860004834018,0.9999214985666766,0.9995663824870324,0.9940766880041444,0.9940766880041444,True,True,True,False
misspecified,v1_voi,INF-038,SIGN,-10.0,0.9945860004834018,0.9999214985666766,0.9995663824870324,0.9940766880041444,0.9940766880041444,True,True,True,False
misspecified,engagement_baseline,INF-038,DECLINE,10.0,0.9945860004834018,0.9999214985666766,0.9995663824870324,0.9940766880041444,0.9940766880041444,True,True,True,False
misspecified,v0_threshold,INF-039,SIGN,-10.0,0.9844035976285194,0.9992696031392991,0.9996723911833638,0.9833623285859121,0.9833623285859121,True,True,True,False
misspecified,v0_expected_cost,INF-039,SIGN,-10.0,0.9844035976285194,0.9992696031392991,0.9996723911833638,0.9833623285859121,0.9833623285859121,True,True,True,False
misspecified,v1_voi,INF-039,SIGN,-10.0,0.9844035976285194,0.9992696031392991,0.9996723911833638,0.9833623285859121,0.9833623285859121,True,True,True,False
misspecified,engagement_baseline,INF-039,DECLINE,10.0,0.9844035976285194,0.9992696031392991,0.9996723911833638,0.9833623285859121,0.9833623285859121,True,True,True,False
oracle,v0_threshold,INF-000,SIGN,-10.0,0.9999964004210573,0.9999997719113501,0.9999812631654741,0.999977435570421,0.999977435570421,True,True,True,False
oracle,v0_expected_cost,INF-000,SIGN,-10.0,0.9999964004210573,0.9999997719113501,0.9999812631654741,0.999977435570421,0.999977435570421,True,True,True,False
oracle,v1_voi,INF-000,SIGN,-10.0,0.9999964004210573,0.9999997719113501,0.9999812631654741,0.999977435570421,0.999977435570421,True,True,True,False
oracle,engagement_baseline,INF-000,SIGN,-10.0,0.9999964004210573,0.9999997719113501,0.9999812631654741,0.999977435570421,0.999977435570421,True,True,True,False
oracle,v0_threshold,INF-001,ESCALATE,5.0,0.999545322681357,0.9999955657442117,0.028069702176653902,0.028056815108086646,0.9714840753336376,False,True,False,True
oracle,v0_expected_cost,INF-001,DECLINE,0.0,0.999545322681357,0.9999955657442117,0.028069702176653902,0.028056815108086646,0.9714840753336376,False,True,False,True
oracle,v1_voi,INF-001,DECLINE,0.0,0.999545322681357,0.9999955657442117,0.028069702176653902,0.028056815108086646,0.9714840753336376,False,True,False,True
oracle,engagement_baseline,INF-001,SIGN,200.0,0.999545322681357,0.9999955657442117,0.028069702176653902,0.028056815108086646,0.9714840753336376,False,True,False,True
oracle,v0_threshold,INF-002,SIGN,-10.0,0.9999996376105322,0.9999846477170554,0.9989725412669462,0.9989568427462692,0.9989568427462692,True,True,True,False
oracle,v0_expected_cost,INF-002,SIGN,-10.0,0.9999996376105322,0.9999846477170554,0.9989725412669462,0.9989568427462692,0.9989568427462692,True,True,True,False
oracle,v1_voi,INF-002,SIGN,-10.0,0.9999996376105322,0.9999846477170554,0.9989725412669462,0.9989568427462692,0.9989568427462692,True,True,True,False
