param,value,seed,policy,true_positive,false_positive,false_negative,true_negative,precision,recall,fp_safety_risk,fp_inauthentic,fp_sophisticated,fp_mismatch_only,human_review_rate,probe_rate,total_cost,mean_cost
p_A_false,0.1,2004,v0_expected_cost,18,0,0,22,1.0,1.0,0,0,0,0,0.0,0.075,-177.0,-4.425
p_A_false,0.1,2004,engagement_baseline,17,17,1,5,0.5,0.9444444444444444,1,4,2,13,0.0,0.0,295.0,7.375
p_A_false,0.1,2005,v0_threshold,23,0,3,14,1.0,0.8846153846153846,0,0,0,0,0.125,0.1,-201.0,-5.025
p_A_false,0.1,2005,v0_expected_cost,20,0,6,14,1.0,0.7692307692307693,0,0,0,0,0.0,0.225,-191.0,-4.775
p_A_false,0.1,2005,engagement_baseline,20,9,6,5,0.6896551724137931,0.7692307692307693,2,2,0,5,0.0,0.0,375.0,9.375
p_A_false,0.1,2006,v0_threshold,19,0,0,21,1.0,1.0,0,0,0,0,0.075,0.05,-173.0,-4.325
p_A_false,0.1,2006,v0_expected_cost,19,0,0,21,1.0,1.0,0,0,0,0,0.025,0.0,-185.0,-4.625
p_A_false,0.1,2006,engagement_baseline,16,18,3,3,0.47058823529411764,0.8421052631578947,2,3,1,13,0.0,0.0,525.0,13.125
p_A_false,0.1,2007,v0_threshold,15,1,0,24,0.9375,1.0,0,1,1,0,0.1,0.05,-108.0,-2.7
p_A_false,0.1,2007,v0_expected_cost,15,1,0,24,0.9375,1.0,0,1,1,0,0.0,0.1,-126.0,-3.15
p_A_false,0.1,2007,engagement_baseline,12,22,3,3,0.35294117647058826,0.8,4,4,4,14,0.0,0.0,1000.0,25.0
p_A_false,0.1,2008,v0_threshold,22,1,0,17,0.9565217391304348,1.0,0,0,0,1,0.1,0.025,-184.0,-4.6
p_A_false,0.1,2008,v0_expected_cost,20,1,2,17,0.9523809523809523,0.9090909090909091,0,0,0,1,0.0,0.1,-181.0,-4.525
p_A_false,0.1,2008,engagement_baseline,20,16,2,2,0.5555555555555556,0.9090909090909091,2,2,2,13,0.0,0.0,435.0,10.875
p_A_false,0.1,2009,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.025,0.05,-133.0,-3.325
p_A_false,0.1,2009,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.0,0.025,-139.0,-3.475
p_A_false,0.1,2009,engagement_baseline,15,15,3,7,0.5,0.8333333333333334,1,1,1,13,0.0,0.0,295.0,7.375
p_A_false,0.1,2010,v0_threshold,22,0,0,18,1.0,1.0,0,0,0,0,0.05,0.125,-205.0,-5.125
p_A_false,0.1,2010,v0_expected_cost,19,0,3,18,1.0,0.8636363636363636,0,0,0,0,0.0,0.125,-185.0,-4.625
p_A_false,0.1,2010,engagement_baseline,17,12,5,6,0.5862068965517241,0.7727272727272727,1,2,1,9,0.0,0.0,255.0,6.375
p_A_false,0.1,2011,v0_threshold,18,0,1,21,1.0,0.9473684210526315,0,0,0,0,0.075,0.075,-162.0,-4.05
p_A_false,0.1,2011,v0_expected_cost,18,0,1,21,1.0,0.9473684210526315,0,0,0,0,0.0,0.05,-178.0,-4.45
p_A_false,0.1,2011,engagement_baseline,14,16,5,5,0.4666666666666667,0.7368421052631579,2,2,1,12,0.0,0.0,530.0,13.25
p_A_false,0.1,2012,v0_threshold,22,0,0,18,1.0,1.0,0,0,0,0,0.025,0.025,-214.0,-5.35
p_A_false,0.1,2012,v0_expected_cost,19,0,3,18,1.0,0.8636363636363636,0,0,0,0,0.0,0.15,-184.0,-4.6
p_A_false,0.1,2012,engagement_baseline,18,13,4,5,0.5806451612903226,0.8181818181818182,1,0,0,12,0.0,0.0,240.0,6.0
p_A_false,0.1,2013,v0_threshold,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.1,0.15,-134.0,-3.35
p_A_false,0.1,2013,v0_expected_cost,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.025,0.075,-152.0,-3.8
p_A_false,0.1,2013,engagement_baseline,16,16,1,7,0.5,0.9411764705882353,2,4,1,10,0.0,0.0,480.0,12.0
p_A_false,0.1,2014,v0_threshold,19,2,0,19,0.9047619047619048,1.0,0,1,1,1,0.025,0.075,-147.0,-3.675
p_A_false,0.1,2014,v0_expected_cost,19,2,0,19,0.9047619047619048,1.0,0,1,1,1,0.0,0.025,-154.0,-3.85
p_A_false,0.1,2014,engagement_baseline,15,18,4,3,0.45454545454545453,0.7894736842105263,1,3,1,14,0.0,0.0,360.0,9.0
p_A_false,0.2,2000,v0_threshold,17,2,0,21,0.8947368421052632,1.0,1,1,1,0,0.075,0.05,67.0,1.675
p_A_false,0.2,2000,v0_expected_cost,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.0,0.125,-145.0,-3.625
p_A_false,0.2,2000,engagement_baseline,14,17,3,6,0.45161290322580644,0.8235294117647058,3,3,2,11,0.0,0.0,715.0,17.875
p_A_false,0.2,2001,v0_threshold,18,0,2,20,1.0,0.9,0,0,0,0,0.125,0.1,-151.0,-3.775
p_A_false,0.2,2001,v0_expected_cost,17,0,3,20,1.0,0.85,0,0,0,0,0.0,0.15,-154.0,-3.85
p_A_false,0.2,2001,engagement_baseline,14,13,6,7,0.5185185185185185,0.7,2,2,2,10,0.0,0.0,490.0,12.25
p_A_false,0.2,2002,v0_threshold,19,2,0,19,0.9047619047619048,1.0,0,2,2,0,0.025,0.075,-142.0,-3.55
p_A_false,0.2,2002,v0_expected_cost,19,2,0,19,0.9047619047619048,1.0,0,2,2,0,0.0,0.0,-150.0,-3.75
p_A_false,0.2,2002,engagement_baseline,16,15,3,6,0.5161290322580645,0.8421052631578947,0,2,1,13,0.0,0.0,105.0,2.625
p_A_false,0.2,2003,v0_threshold,19,1,0,20,0.95,1.0,0,1,1,0,0.025,0.1,-161.0,-4.025
p_A_false,0.2,2003,v0_expected_cost,18,1,1,20,0.9473684210526315,0.9473684210526315,0,1,1,0,0.0,0.125,-155.0,-3.875
p_A_false,0.2,2003,engagement_baseline,17,17,2,4,0.5,0.8947368421052632,1,3,2,13,0.0,0.0,305.0,7.625
p_A_false,0.2,2004,v0_threshold,14,2,0,24,0.875,1.0,0,2,2,0,0.05,0.175,-83.0,-2.075
p_A_false,0.2,2004,v0_expected_cost,14,2,0,24,0.875,1.0,0,2,2,0,0.0,0.025,-99.0,-2.475
p_A_false,0.2,2004,engagement_baseline,11,21,3,5,0.34375,0.7857142857142857,1,6,3,14,0.0,0.0,450.0,11.25
p_A_false,0.2,2005,v0_threshold,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.05,0.2,-142.0,-3.55
p_A_false,0.2,2005,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.075,-137.0,-3.425
p_A_false,0.2,2005,engagement_baseline,14,20,3,3,0.4117647058823529,0.8235294117647058,0,8,3,12,0.0,0.0,230.0,5.75
p_A_false,0.2,2006,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.1,-121.0,-3.025
p_A_false,0.2,2006,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.025,0.0,-135.0,-3.375
p_A_false,0.2,2006,engagement_baseline,16,17,2,5,0.48484848484848486,0.8888888888888888,2,5,2,11,0.0,0.0,505.0,12.625
p_A_false,0.2,2007,v0_threshold,14,2,0,24,0.875,1.0,0,2,2,0,0.05,0.1,-86.0,-2.15
p_A_false,0.2,2007,v0_expected_cost,13,2,1,24,0.8666666666666667,0.9285714285714286,0,2,2,0,0.0,0.125,-85.0,-2.125
p_A_false,0.2,2007,engagement_baseline,14,18,0,8,0.4375,1.0,1,4,2,13,0.0,0.0,335.0,8.375
p_A_false,0.2,2008,v0_threshold,15,2,1,22,0.8823529411764706,0.9375,0,2,2,0,0.1,0.125,-85.0,-2.125
p_A_false,0.2,2008,v0_expected_cost,13,1,3,23,0.9285714285714286,0.8125,0,1,1,0,0.0,0.125,-105.0,-2.625
p_A_false,0.2,2008,engagement_baseline,14,16,2,8,0.4666666666666667,0.875,2,3,2,12,0.0,0.0,500.0,12.5
p_A_false,0.2,2009,v0_threshold,18,3,1,18,0.8571428571428571,0.9473684210526315,0,3,3,0,0.1,0.175,-93.0,-2.325
p_A_false,0.2,2009,v0_expected_cost,18,3,1,18,0.8571428571428571,0.9473684210526315,0,3,3,0,0.025,0.1,-111.0,-2.775
p_A_false,0.2,2009,engagement_baseline,14,15,5,6,0.4827586206896552,0.7368421052631579,2,6,3,7,0.0,0.0,535.0,13.375
p_A_false,0.2,2010,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.05,0.075,-127.0,-3.175
p_A_false,0.2,2010,v0_expected_cost,15,2,3,20,0.8823529411764706,0.8333333333333334,0,2,2,0,0.0,0.2,-102.0,-2.55
p_A_false,0.2,2010,engagement_baseline,12,18,6,4,0.4,0.6666666666666666,2,4,3,12,0.0,0.0,600.0,15.0
p_A_false,0.2,2011,v0_threshold,14,1,0,25,0.9333333333333333,1.0,0,1,1,0,0.1,0.15,-94.0,-2.35
p_A_false,0.2,2011,v0_expected_cost,13,1,1,25,0.9285714285714286,0.9285714285714286,0,1,1,0,0.0,0.05,-108.0,-2.7
p_A_false,0.2,2011,engagement_baseline,11,18,3,8,0.3793103448275862,0.7857142857142857,1,7,3,10,0.0,0.0,410.0,10.25
p_A_false,0.2,2012,v0_threshold,18,4,0,18,0.8181818181818182,1.0,0,4,4,0,0.05,0.1,-86.0,-2.15
p_A_false,0.2,2012,v0_expected_cost,16,4,2,18,0.8,0.8888888888888888,0,4,4,0,0.0,0.125,-75.0,-1.875
p_A_false,0.2,2012,engagement_baseline,16,19,2,3,0.45714285714285713,0.8888888888888888,1,8,5,10,0.0,0.0,370.0,9.25
p_A_false,0.2,2013,v0_threshold,18,1,1,20,0.9473684210526315,0.9473684210526315,0,1,1,0,0.075,0.15,-139.0,-3.475
p_A_false,0.2,2013,v0_expected_cost,18,1,1,20,0.9473684210526315,0.9473684210526315,0,1,1,0,0.0,0.125,-155.0,-3.875
p_A_false,0.2,2013,engagement_baseline,19,15,0,6,0.5588235294117647,1.0,2,5,3,8,0.0,0.0,430.0,10.75
p_A_false,0.2,2014,v0_threshold,18,2,0,20,0.9,1.0,0,1,1,1,0.0,0.075,-142.0,-3.55
p_A_false,0.2,2014,v0_expected_cost,18,2,0,20,0.9,1.0,0,1,1,1,0.0,0.05,-143.0,-3.575
p_A_false,0.2,2014,engagement_baseline,14,20,4,2,0.4117647058823529,0.7777777777777778,0,4,2,16,0.0,0.0,220.0,5.5
p_A_false,0.25,2000,v0_threshold,13,5,1,21,0.7222222222222222,0.9285714285714286,1,3,3,1,0.025,0.075,163.0,4.075
p_A_false,0.25,2000,v0_expected_cost,13,4,1,22,0.7647058823529411,0.9285714285714286,0,3,3,1,0.0,0.175,-48.0,-1.2
p_A_false,0.25,2000,engagement_baseline,11,20,3,6,0.3548387096774194,0.7857142857142857,1,5,3,14,0.0,0.0,430.0,10.75
p_A_false,0.25,2001,v0_threshold,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.2,-132.0,-3.3
p_A_false,0.25,2001,v0_expected_cost,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.0,0.1,-146.0,-3.65
p_A_false,0.25,2001,engagement_baseline,13,16,4,7,0.4482758620689655,0.7647058823529411,0,4,3,12,0.0,0.0,170.0,4.25
p_A_false,0.25,2002,v0_threshold,11,1,0,28,0.9166666666666666,1.0,0,1,1,0,0.05,0.15,-74.0,-1.85
p_A_false,0.25,2002,v0_expected_cost,9,1,2,28,0.9,0.8181818181818182,0,1,1,0,0.0,0.125,-65.0,-1.625
p_A_false,0.25,2002,engagement_baseline,8,20,3,9,0.2857142857142857,0.7272727272727273,2,6,2,12,0.0,0.0,650.0,16.25
p_A_false,0.25,2003,v0_threshold,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.025,0.125,-140.0,-3.5
p_A_false,0.25,2003,v0_expected_cost,17,1,0,22,0.9444444444444444,1.0,0,1,1,0,0.0,0.1,-146.0,-3.65
p_A_false,0.25,2003,engagement_baseline,17,18,0,5,0.4857142857142857,1.0,1,4,3,13,0.0,0.0,305.0,7.625
p_A_false,0.25,2004,v0_threshold,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.05,0.175,-103.0,-2.575
p_A_false,0.25,2004,v0_expected_cost,15,2,1,22,0.8823529411764706,0.9375,0,2,2,0,0.0,0.05,-108.0,-2.7
p_A_false,0.25,2004,engagement_baseline,14,20,2,4,0.4117647058823529,0.875,1,7,4,12,0.0,0.0,400.0,10.0
p_A_false,0.25,2005,v0_threshold,16,0,1,23,1.0,0.9411764705882353,0,0,0,0,0.05,0.225,-141.0,-3.525
p_A_false,0.25,2005,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.075,-137.0,-3.425
p_A_false,0.25,2005,engagement_baseline,14,20,3,3,0.4117647058823529,0.8235294117647058,0,10,4,10,0.0,0.0,240.0,6.0
p_A_false,0.25,2006,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.1,-121.0,-3.025
p_A_false,0.25,2006,v0_expected_cost,18,2,0,20,0.9,1.0,0,2,2,0,0.025,0.0,-135.0,-3.375
p_A_false,0.25,2006,engagement_baseline,16,17,2,5,0.48484848484848486,0.8888888888888888,2,5,2,11,0.0,0.0,505.0,12.625
p_A_false,0.25,2007,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.075,-122.0,-3.05
p_A_false,0.25,2007,v0_expected_cost,15,1,3,21,0.9375,0.8333333333333334,0,1,1,0,0.0,0.1,-126.0,-3.15
p_A_false,0.25,2007,engagement_baseline,16,14,2,8,0.5333333333333333,0.8888888888888888,2,3,2,9,0.0,0.0,455.0,11.375
p_A_false,0.25,2008,v0_threshold,15,1,0,24,0.9375,1.0,0,1,1,0,0.1,0.275,-99.0,-2.475
p_A_false,0.25,2008,v0_expected_cost,12,1,3,24,0.9230769230769231,0.8,0,1,1,0,0.0,0.175,-93.0,-2.325
p_A_false,0.25,2008,engagement_baseline,12,11,3,14,0.5217391304347826,0.8,3,3,3,6,0.0,0.0,640.0,16.0
p_A_false,0.25,2009,v0_threshold,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.05,0.3,-78.0,-1.95
p_A_false,0.25,2009,v0_expected_cost,12,1,0,27,0.9230769230769231,1.0,0,1,1,0,0.025,0.075,-92.0,-2.3
p_A_false,0.25,2009,engagement_baseline,10,19,2,9,0.3448275862068966,0.8333333333333334,1,6,2,12,0.0,0.0,420.0,10.5
p_A_false,0.25,2010,v0_threshold,12,5,0,23,0.7058823529411765,1.0,0,5,5,0,0.025,0.225,-6.0,-0.15
p_A_false,0.25,2010,v0_expected_cost,11,5,1,23,0.6875,0.9166666666666666,0,5,5,0,0.0,0.05,-8.0,-0.2
p_A_false,0.25,2010,engagement_baseline,9,20,3,8,0.3103448275862069,0.75,0,10,7,10,0.0,0.0,290.0,7.25
p_A_false,0.25,2011,v0_threshold,18,2,0,20,0.9,1.0,0,1,1,1,0.025,0.125,-135.0,-3.375
p_A_false,0.25,2011,v0_expected_cost,16,2,2,20,0.8888888888888888,0.8888888888888888,0,1,1,1,0.0,0.05,-123.0,-3.075
p_A_false,0.25,2011,engagement_baseline,14,20,4,2,0.4117647058823529,0.7777777777777778,1,8,3,11,0.0,0.0,425.0,10.625
p_A_false,0.25,2012,v0_threshold,17,3,0,20,0.85,1.0,0,3,3,0,0.075,0.1,-91.0,-2.275
p_A_false,0.25,2012,v0_expected_cost,16,3,1,20,0.8421052631578947,0.9411764705882353,0,3,3,0,0.0,0.1,-96.0,-2.4
p_A_false,0.25,2012,engagement_baseline,15,20,2,3,0.42857142857142855,0.8823529411764706,2,9,6,9,0.0,0.0,585.0,14.625
p_A_false,0.25,2013,v0_threshold,16,2,1,21,0.8888888888888888,0.9411764705882353,0,2,2,0,0.05,0.225,-101.0,-2.525
p_A_false,0.25,2013,v0_expected_cost,16,1,1,22,0.9411764705882353,0.9411764705882353,0,1,1,0,0.0,0.1,-136.0,-3.4
p_A_false,0.25,2013,engagement_baseline,17,16,0,7,0.5151515151515151,1.0,1,7,4,8,0.0,0.0,290.0,7.25
p_A_false,0.25,2014,v0_threshold,17,3,0,20,0.85,1.0,0,2,2,1,0.1,0.125,-90.0,-2.25
p_A_false,0.25,2014,v0_expected_cost,14,3,3,20,0.8235294117647058,0.8235294117647058,0,2,2,1,0.0,0.15,-79.0,-1.975
p_A_false,0.25,2014,engagement_baseline,14,16,3,7,0.4666666666666667,0.8235294117647058,4,7,3,6,0.0,0.0,900.0,22.5
p_A_false,0.3,2000,v0_threshold,10,6,1,23,0.625,0.9090909090909091,1,4,4,1,0.05,0.075,218.0,5.45
p_A_false,0.3,2000,v0_expected_cost,10,5,1,24,0.6666666666666666,0.9090909090909091,0,4,4,1,0.0,0.175,2.0,0.05
p_A_false,0.3,2000,engagement_baseline,10,20,1,9,0.3333333333333333,0.9090909090909091,2,6,5,12,0.0,0.0,610.0,15.25
p_A_false,0.3,2001,v0_threshold,14,1,1,24,0.9333333333333333,0.9333333333333333,0,1,1,0,0.025,0.225,-106.0,-2.65
p_A_false,0.3,2001,v0_expected_cost,14,0,1,25,1.0,0.9333333333333333,0,0,0,0,0.0,0.125,-125.0,-3.125
p_A_false,0.3,2001,engagement_baseline,12,17,3,8,0.41379310344827586,0.8,0,5,4,12,0.0,0.0,190.0,4.75
p_A_false,0.3,2002,v0_threshold,14,1,0,25,0.9333333333333333,1.0,0,1,1,0,0.075,0.125,-100.0,-2.5
p_A_false,0.3,2002,v0_expected_cost,12,1,2,25,0.9230769230769231,0.8571428571428571,0,1,1,0,0.0,0.1,-96.0,-2.4
p_A_false,0.3,2002,engagement_baseline,11,19,3,7,0.36666666666666664,0.7857142857142857,3,6,3,10,0.0,0.0,790.0,19.75
p_A_false,0.3,2003,v0_threshold,18,3,0,19,0.8571428571428571,1.0,0,3,3,0,0.1,0.3,-88.0,-2.2
p_A_false,0.3,2003,v0_expected_cost,16,3,2,19,0.8421052631578947,0.8888888888888888,0,3,3,0,0.0,0.075,-97.0,-2.425
p_A_false,0.3,2003,engagement_baseline,17,16,1,6,0.5151515151515151,0.9444444444444444,3,13,4,1,0.0,0.0,695.0,17.375
p_A_false,0.3,2004,v0_threshold,15,2,0,23,0.8823529411764706,1.0,0,2,2,0,0.05,0.175,-93.0,-2.325
p_A_false,0.3,2004,v0_expected_cost,14,2,1,23,0.875,0.9333333333333333,0,2,2,0,0.0,0.05,-98.0,-2.45
p_A_false,0.3,2004,engagement_baseline,13,20,2,5,0.3939393939393939,0.8666666666666667,1,6,4,13,0.0,0.0,405.0,10.125
p_A_false,0.3,2005,v0_threshold,16,3,1,20,0.8421052631578947,0.9411764705882353,0,3,3,0,0.075,0.25,-75.0,-1.875
p_A_false,0.3,2005,v0_expected_cost,15,4,2,19,0.7894736842105263,0.8823529411764706,0,4,4,0,0.0,0.15,-64.0,-1.6
p_A_false,0.3,2005,engagement_baseline,12,14,5,9,0.46153846153846156,0.7058823529411765,1,9,5,4,0.0,0.0,370.0,9.25
p_A_false,0.3,2006,v0_threshold,10,3,0,27,0.7692307692307693,1.0,0,3,3,0,0.05,0.2,-22.0,-0.55
p_A_false,0.3,2006,v0_expected_cost,9,3,1,27,0.75,0.9,0,3,3,0,0.025,0.05,-23.0,-0.575
p_A_false,0.3,2006,engagement_baseline,10,22,0,8,0.3125,1.0,1,9,4,12,0.0,0.0,460.0,11.5
p_A_false,0.3,2007,v0_threshold,18,2,0,20,0.9,1.0,0,2,2,0,0.075,0.075,-122.0,-3.05
p_A_false,0.3,2007,v0_expected_cost,15,1,3,21,0.9375,0.8333333333333334,0,1,1,0,0.0,0.1,-126.0,-3.15
p_A_false,0.3,2007,engagement_baseline,16,14,2,8,0.5333333333333333,0.8888888888888888,2,3,2,9,0.0,0.0,455.0,11.375
p_A_false,0.3,2008,v0_threshold,13,0,2,25,1.0,0.8666666666666667,0,0,0,0,0.125,0.25,-95.0,-2.375
p_A_false,0.3,2008,v0_expected_cost,11,0,4,25,1.0,0.7333333333333333,0,0,0,0,0.0,0.125,-105.0,-2.625
p_A_false,0.3,2008,engagement_baseline,13,16,2,9,0.4482758620689655,0.8666666666666667,2,7,3,9,0.0,0.0,525.0,13.125
p_A_false,0.3,2009,v0_threshold,13,5,0,22,0.7222222222222222,1.0,0,5,5,0,0.05,0.275,-9.0,-0.225
p_A_false,0.3,2009,v0_expected_cost,13,5,0,22,0.7222222222222222,1.0,0,5,5,0,0.0,0.0,-30.0,-0.75
p_A_false,0.3,2009,engagement_baseline,8,17,5,10,0.32,0.6153846153846154,1,8,4,8,0.0,0.0,450.0,11.25
p_A_false,0.3,2010,v0_threshold,17,4,0,19,0.8095238095238095,1.0,0,4,4,0,0.0,0.225,-81.0,-2.025
p_A_false,0.3,2010,v0_expected_cost,16,4,1,19,0.8,0.9411764705882353,0,4,4,0,0.0,0.075,-77.0,-1.925
p_A_false,0.3,2010,engagement_baseline,13,13,4,10,0.5,0.7647058823529411,0,8,7,5,0.0,0.0,145.0,3.625
p_A_false,0.3,2011,v0_threshold,17,3,0,20,0.85,1.0,0,2,2,1,0.025,0.15,-104.0,-2.6
p_A_false,0.3,2011,v0_expected_cost,16,3,1,20,0.8421052631578947,0.9411764705882353,0,2,2,1,0.0,0.025,-104.0,-2.6
p_A_false,0.3,2011,engagement_baseline,15,14,2,9,0.5172413793103449,0.8823529411764706,0,5,2,9,0.0,0.0,105.0,2.625
p_A_false,0.3,2012,v0_threshold,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.025,0.2,-107.0,-2.675
p_A_false,0.3,2012,v0_expected_cost,15,2,1,22,0.8823529411764706,0.9375,0,2,2,0,0.025,0.075,-102.0,-2.55
p_A_false,0.3,2012,engagement_baseline,12,19,4,5,0.3870967741935484,0.75,1,8,4,10,0.0,0.0,430.0,10.75
p_A_false,0.3,2013,v0_threshold,17,1,1,21,0.9444444444444444,0.9444444444444444,0,1,1,0,0.075,0.25,-125.0,-3.125
p_A_false,0.3,2013,v0_expected_cost,17,0,1,22,1.0,0.9444444444444444,0,0,0,0,0.025,0.1,-161.0,-4.025
p_A_false,0.3,2013,engagement_baseline,16,14,2,8,0.5333333333333333,0.8888888888888888,1,7,2,6,0.0,0.0,290.0,7.25
p_A_false,0.3,2014,v0_threshold,18,3,0,19,0.8571428571428571,1.0,0,2,2,1,0.075,0.125,-105.0,-2.625
p_A_false,0.3,2014,v0_expected_cost,16,3,2,19,0.8421052631578947,0.8888888888888888,0,2,2,1,0.0,0.1,-101.0,-2.525
p_A_false,0.3,2014,engagement_baseline,13,13,5,9,0.5,0.7222222222222222,3,6,3,5,0.0,0.0,695.0,17.375
p_A_false,0.4,2000,v0_threshold,10,4,1,25,0.7142857142857143,0.9090909090909091,1,3,3,0,0.05,0.125,185.0,4.625
p_A_false,0.4,2000,v0_expected_cost,10,3,1,26,0.7692307692307693,0.9090909090909091,0,3,3,0,0.025,0.125,-30.0,-0.75
p_A_false,0.4,2000,engagement_baseline,8,25,3,4,0.24242424242424243,0.7272727272727273,1,9,6,15,0.0,0.0,555.0,13.875
p_A_false,0.4,2001,v0_threshold,16,2,0,22,0.8888888888888888,1.0,0,2,2,0,0.025,0.175,-108.0,-2.7
p_A_false,0.4,2001,v0_expected_cost,15,1,1,23,0.9375,0.9375,0,1,1,0,0.0,0.125,-125.0,-3.125
p_A_false,0.4,2001,engagement_baseline,14,15,2,9,0.4827586206896552,0.875,0,7,5,8,0.0,0.0,140.0,3.5
p_A_false,0.4,2002,v0_threshold,11,4,2,23,0.7333333333333333,0.8461538461538461,0,4,4,0,0.075,0.225,-6.0,-0.15
p_A_false,0.4,2002,v0_expected_cost,11,4,2,23,0.7333333333333333,0.8461538461538461,0,4,4,0,0.0,0.1,-26.0,-0.65
p_A_false,0.4,2002,engagement_baseline,11,18,2,9,0.3793103448275862,0.8461538461538461,1,8,5,9,0.0,0.0,405.0,10.125
p_A_false,0.4,2003,v0_threshold,17,4,0,19,0.8095238095238095,1.0,0,4,4,0,0.075,0.3,-63.0,-1.575
p_A_false,0.4,2003,v0_expected_cost,16,4,1,19,0.8,0.9411764705882353,0,4,4,0,0.0,0.05,-78.0,-1.95
p_A_false,0.4,2003,engagement_baseline,16,16,1,7,0.5,0.9411764705882353,3,13,5,1,0.0,0.0,705.0,17.625
p_A_false,0.4,2004,v0_threshold,13,3,0,24,0.8125,1.0,0,3,3,0,0.05,0.125,-55.0,-1.375
p_A_false,0.4,2004,v0_expected_cost,12,3,1,24,0.8,0.9230769230769231,0,3,3,0,0.0,0.05,-58.0,-1.45
p_A_false,0.4,2004,engagement_baseline,11,20,2,7,0.3548387096774194,0.8461538461538461,1,6,4,13,0.0,0.0,425.0,10.625
p_A_false,0.4,2005,v0_threshold,11,4,2,23,0.7333333333333333,0.8461538461538461,0,4,4,0,0.075,0.25,-5.0,-0.125
p_A_false,0.4,2005,v0_expected_cost,10,5,3,22,0.6666666666666666,0.7692307692307693,0,5,5,0,0.0,0.2,8.0,0.2
p_A_false,0.4,2005,engagement_baseline,8,17,5,10,0.32,0.6153846153846154,1,6,5,10,0.0,0.0,440.0,11.0
p_A_false,0.4,2006,v0_threshold,13,5,0,22,0.7222222222222222,1.0,0,5,5,0,0.0,0.3,-18.0,-0.45
p_A_false,0.4,2006,v0_expected_cost,13,5,0,22,0.7222222222222222,1.0,0,5,5,0,0.0,0.025,-29.0,-0.725
p_A_false,0.4,2006,engagement_baseline,12,16,1,11,0.42857142857142855,0.9230769230769231,0,8,5,8,0.0,0.0,170.0,4.25
